Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/06/2022,12/07/2022,VOLO SPORT* SPORTS LEA,Professional Services,Sale,-110.75,
12/06/2022,12/07/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.29,
12/06/2022,12/07/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
12/04/2022,12/05/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-20.17,
12/04/2022,12/05/2022,IC* INSTACART,Groceries,Sale,-51.44,
12/03/2022,12/05/2022,THE GREATEST BAR,Food & Drink,Sale,-46.00,
12/04/2022,12/05/2022,TARGET        00032227,Shopping,Sale,-19.61,
12/04/2022,12/05/2022,IHOP #3151,Food & Drink,Sale,-25.35,
12/03/2022,12/04/2022,MODERN PASTRY,Food & Drink,Sale,-15.73,
12/02/2022,12/04/2022,CHIPOTLE 1615,Food & Drink,Sale,-9.84,
12/01/2022,12/04/2022,TST* The Nu Do Society,Food & Drink,Sale,-15.15,
12/03/2022,12/04/2022,UBR POSTMATES,Food & Drink,Sale,-16.00,
12/01/2022,12/02/2022,CHIPOTLE 1615,Food & Drink,Sale,-13.43,
11/30/2022,12/01/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/28/2022,11/30/2022,BAR TACO FORT POINT ONE D,Food & Drink,Sale,-19.28,
11/29/2022,11/30/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/27/2022,11/28/2022,TARGET        00032227,Shopping,Sale,-27.34,
11/27/2022,11/28/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.19,
11/27/2022,11/28/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-3.99,
11/24/2022,11/27/2022,UNITED      0169812587129,Travel,Sale,-28.00,
11/25/2022,11/27/2022,TOP GOLF BAY RESERVATION,Entertainment,Sale,-5.41,
11/25/2022,11/27/2022,UNITED      0162448817162,Travel,Sale,-115.00,
11/25/2022,11/27/2022,TOPGOLF WEBSTER 023-2,Food & Drink,Sale,-133.24,
11/25/2022,11/27/2022,SNOOZE CLEARLAKE,Food & Drink,Sale,-30.56,
11/26/2022,11/27/2022,Subway 21411,Food & Drink,Sale,-9.51,
11/25/2022,11/25/2022,AMC ONLINE 9640,Entertainment,Sale,-58.38,
11/23/2022,11/24/2022,Subway 19947,Food & Drink,Sale,-9.41,
11/23/2022,11/24/2022,SHARETEA RICE VILLAGE,Food & Drink,Sale,-5.91,
11/22/2022,11/23/2022,Amazon Prime*HI64C92D2,Bills & Utilities,Sale,-14.99,
11/19/2022,11/22/2022,UNITED      0162447982370,Travel,Return,170.00,
11/21/2022,11/22/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/20/2022,11/22/2022,PP*MUKU,Food & Drink,Sale,-36.92,
11/20/2022,11/22/2022,1010 CAFFE NERO CENTRAL S,Food & Drink,Sale,-3.26,
11/19/2022,11/21/2022,UNITED      0169811499022,Travel,Sale,-109.00,
11/20/2022,11/21/2022,Amazon.com*HI6L76P12,Shopping,Sale,-15.77,
11/19/2022,11/20/2022,Subway 31620,Food & Drink,Sale,-9.83,
11/19/2022,11/20/2022,TARGET        00032227,Shopping,Sale,-42.76,
11/19/2022,11/20/2022,TARGET        00032227,Shopping,Sale,-2.10,
11/18/2022,11/20/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/18/2022,11/20/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-3.99,
11/19/2022,11/20/2022,WHOLEFDS CAM 10010,Groceries,Sale,-8.88,
11/17/2022,11/18/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-20.96,
11/17/2022,11/18/2022,SQ *BON ME - BIN,Food & Drink,Sale,-15.52,
11/17/2022,11/18/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.19,
11/16/2022,11/17/2022,CHIPOTLE 1615,Food & Drink,Sale,-10.54,
11/16/2022,11/17/2022,AMZN Mktp US*HI0YX6NF1,Shopping,Sale,-10.61,
11/16/2022,11/17/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/14/2022,11/16/2022,TST* Los Tacos No.1 - TIM,Food & Drink,Sale,-18.33,
11/15/2022,11/16/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/14/2022,11/15/2022,PRUDENTIAL CTR MDSE,Shopping,Sale,-60.00,
11/14/2022,11/15/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/12/2022,11/14/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/13/2022,11/14/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/13/2022,11/14/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/13/2022,11/14/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/13/2022,11/14/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/13/2022,11/14/2022,MCDONALD'S F39147,Food & Drink,Sale,-8.00,
11/11/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/11/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/12/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/12/2022,11/13/2022,MCDONALD'S F17480,Food & Drink,Sale,-6.03,
11/10/2022,11/13/2022,TIGER SUGAR,Food & Drink,Sale,-19.53,
11/12/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/12/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/12/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/11/2022,11/13/2022,SNACK* EMPANADA MAMA (,Food & Drink,Sale,-11.15,
11/11/2022,11/13/2022,SQ *FAY DA BAKERY,Food & Drink,Sale,-10.65,
11/11/2022,11/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
11/09/2022,11/10/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-1.85,
11/09/2022,11/10/2022,Amazon.com*HB3Q77FI1,Shopping,Sale,-85.08,
11/08/2022,11/10/2022,AMTRAK .COM 3120694100648,Travel,Sale,-186.00,
11/09/2022,11/10/2022,SQ *MAE ASIAN EATERY,Food & Drink,Sale,-42.24,
11/08/2022,11/09/2022,PUTTSHACK BOSTON SEA.,Food & Drink,Sale,-162.00,
11/07/2022,11/08/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-65.24,
11/07/2022,11/08/2022,TARGET        00032227,Shopping,Sale,-26.84,
11/07/2022,11/08/2022,TST* SALTY PIG,Food & Drink,Sale,-39.24,
11/07/2022,11/08/2022,Payment Thank You-Mobile,,Payment,854.58,
11/07/2022,11/08/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/06/2022,11/07/2022,GO FRUIT LLC,Food & Drink,Sale,-27.04,
11/06/2022,11/07/2022,UBR POSTMATES,Food & Drink,Sale,-60.24,
11/06/2022,11/07/2022,CHIPOTLE 1615,Food & Drink,Sale,-10.54,
11/04/2022,11/06/2022,SCHOLAR'S,Food & Drink,Sale,-23.94,
11/05/2022,11/06/2022,TST* Cloud and Spirits,Food & Drink,Sale,-85.97,
11/04/2022,11/06/2022,CHIPOTLE 1615,Food & Drink,Sale,-13.43,
11/04/2022,11/06/2022,BOSTON PAINTBALL INC,Entertainment,Sale,-196.84,
11/03/2022,11/04/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/02/2022,11/03/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
11/03/2022,11/03/2022,TST* CASK 'N FLAGON - FEN,Food & Drink,Sale,-181.53,
11/01/2022,11/02/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.19,
11/01/2022,11/02/2022,AMZN Mktp US*H27468420,Shopping,Sale,-10.61,
11/01/2022,11/02/2022,TST* ACEITUNA CAFE,Food & Drink,Sale,-13.65,
10/31/2022,11/01/2022,AIRBNB * HMRSBZQXQ5,Travel,Sale,-1089.82,
10/31/2022,11/01/2022,SP CRZYTEES,Shopping,Sale,-23.45,
10/30/2022,11/01/2022,UNITED      0162444324055,Travel,Sale,-837.20,
10/30/2022,11/01/2022,UNITED      0169806901101,Travel,Sale,-28.00,
10/31/2022,11/01/2022,AMZN Mktp US*H01DR4YO0,Shopping,Sale,-27.61,
10/30/2022,11/01/2022,UNITED      0169806901100,Travel,Sale,-28.00,
10/15/2022,10/17/2022,RUSSELL ORCHARDS,Food & Drink,Sale,-3.13,
10/16/2022,10/16/2022,CHOWBUS,Food & Drink,Sale,-22.68,
10/15/2022,10/16/2022,TST* Boston Burger Compan,Food & Drink,Sale,-91.85,
10/15/2022,10/16/2022,TST* WHICH WICH - IHA - T,Food & Drink,Sale,-13.64,
10/14/2022,10/16/2022,UA INFLT    0169803213854,Travel,Sale,-8.00,
10/15/2022,10/16/2022,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.19,
10/12/2022,10/14/2022,TIGER NOODLE HOUSE,Food & Drink,Sale,-16.50,
10/13/2022,10/14/2022,WESTIN HOU DWTN RESTW,Food & Drink,Sale,-18.32,
10/12/2022,10/14/2022,HOPDODDY - RICE VILLAGE,Food & Drink,Sale,-20.06,
10/12/2022,10/14/2022,BAYOU CITY RESALE  LLC,Shopping,Sale,-48.71,
10/12/2022,10/14/2022,PLAT PARKING-LOT 555,Travel,Sale,-7.00,
10/12/2022,10/13/2022,SHARETEA RICE VILLAGE,Food & Drink,Sale,-6.84,
10/11/2022,10/12/2022,PAR*FOGO HOUSTON,Food & Drink,Sale,-213.54,
10/11/2022,10/12/2022,Subway 64335,Food & Drink,Sale,-9.18,
10/09/2022,10/11/2022,PLAT PARKING LOT 532,Travel,Sale,-2.00,
10/10/2022,10/11/2022,Subway 64335,Food & Drink,Sale,-10.82,
10/10/2022,10/11/2022,UBR POSTMATES,Food & Drink,Sale,-80.43,
10/10/2022,10/11/2022,SQ *CIDERCADE HOUSTON,Entertainment,Sale,-29.23,
10/09/2022,10/11/2022,TST* Katzs - Montrose,Food & Drink,Sale,-101.54,
10/09/2022,10/10/2022,EXPRESS#0161,Shopping,Sale,-82.92,
10/07/2022,10/09/2022,UA INFLT    0169801524920,Travel,Sale,-8.00,
10/07/2022,10/09/2022,KELLY'S ROAST BEEF BOS,Food & Drink,Sale,-12.25,
10/08/2022,10/09/2022,TST* Hunsa Thai Kitchen -,Food & Drink,Sale,-57.24,
10/07/2022,10/09/2022,UNITED      0169801479903,Travel,Sale,-35.00,
10/01/2022,10/02/2022,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.00,
