Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/09/2024,08/11/2024,Zipcar Trip AUG11,Travel,Sale,-160.11,
08/10/2024,08/11/2024,ROCA 24 GROCERY,Groceries,Sale,-13.01,
08/09/2024,08/11/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
08/10/2024,08/11/2024,TST* CASK 'N FLAGON - FEN,Food & Drink,Sale,-19.26,
08/09/2024,08/11/2024,TICKPICK,Entertainment,Sale,-752.00,
08/09/2024,08/09/2024,WWW.STICKERYOU.COM,Shopping,Sale,-9.98,
08/08/2024,08/09/2024,USTA SOCIAL LEAGUE,Entertainment,Sale,-75.00,
08/08/2024,08/09/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-20.35,
08/08/2024,08/09/2024,TST* NINE TASTES,Food & Drink,Sale,-51.75,
08/07/2024,08/08/2024,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-30.00,
08/07/2024,08/08/2024,VTG*Elizabeth A. Willems ,Health & Wellness,Sale,-166.71,
08/07/2024,08/08/2024,BSPT-CAM,Health & Wellness,Sale,-215.09,
08/06/2024,08/07/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
08/07/2024,08/07/2024,10078D CAVA KENDALL SQ,Food & Drink,Sale,-12.89,
08/06/2024,08/06/2024,Payment Thank You-Mobile,,Payment,4545.88,
08/06/2024,08/06/2024,Zipcar Trip AUG06,Travel,Return,26.86,
08/05/2024,08/06/2024,Zipcar Trip AUG06,Travel,Sale,-26.86,
08/06/2024,08/06/2024,Zipcar Trip AUG06,Travel,Sale,-25.27,
08/04/2024,08/06/2024,KENDALL SQ ECOM 231,Entertainment,Sale,-73.00,
08/04/2024,08/05/2024,Amazon Prime*RF9SV4TX1,Bills & Utilities,Sale,-8.11,
08/04/2024,08/05/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-9.98,
08/04/2024,08/05/2024,AMAZON MKTPL*RF42V5T91,Shopping,Sale,-19.11,
08/03/2024,08/05/2024,RED SOX TICKETS,Entertainment,Sale,-206.50,
08/03/2024,08/05/2024,TARGET        00032227,Shopping,Sale,-28.35,
08/04/2024,08/04/2024,MBTA-550000302863-2264,Travel,Sale,-2.40,
08/03/2024,08/04/2024,FANTUAN DELIVERY,Food & Drink,Sale,-22.27,
08/03/2024,08/04/2024,WHOLEFDS CAM 10010,Groceries,Sale,-38.94,
08/02/2024,08/04/2024,GRUBHUBTHESANDWICHBOS,Food & Drink,Sale,-26.05,
08/02/2024,08/04/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-12.28,
08/01/2024,08/04/2024,UA INFLT    0164422646717,Travel,Sale,-8.00,
07/31/2024,08/02/2024,WOODBURY,Food & Drink,Sale,-66.56,
07/31/2024,08/02/2024,ARMK ORACLE PARK - CLU,Food & Drink,Sale,-20.76,
07/30/2024,08/02/2024,CLIPPER SYSTEMS MOBILE #1,Travel,Sale,-16.00,
07/31/2024,08/01/2024,Subway 6985,Food & Drink,Sale,-13.62,
07/30/2024,07/31/2024,THE MELT 1ST AND MARKET,Food & Drink,Sale,-20.27,
07/29/2024,07/31/2024,SAIS RESTAURANT AND BAR,Food & Drink,Sale,-33.20,
07/30/2024,07/31/2024,TYCOON KITCHEN,Food & Drink,Sale,-20.46,
07/29/2024,07/31/2024,TST* STATE BIRD PROVISION,Food & Drink,Sale,-162.18,
07/29/2024,07/30/2024,IN-N-OUT MILLBRAE,Food & Drink,Sale,-9.29,
07/28/2024,07/30/2024,OXXO INSURGENTES,Groceries,Sale,-4.15,
07/28/2024,07/29/2024,AEROP DE PTO VALLARTA,Travel,Sale,-6.01,
07/28/2024,07/29/2024,GARLANDS DEL RIO,Travel,Sale,-26.29,
07/28/2024,07/29/2024,PVR APTO SUBWY AMB NVO,Food & Drink,Sale,-12.07,
07/27/2024,07/29/2024,OXXO INSURGENTES,Groceries,Sale,-1.53,
07/26/2024,07/28/2024,OXXO PRESIDENCIA,Groceries,Sale,-2.62,
07/25/2024,07/28/2024,OXXO RIO CUALE,Groceries,Sale,-1.49,
07/26/2024,07/28/2024,SORIANA327 PZACARACOL,Groceries,Sale,-17.11,
07/26/2024,07/26/2024,GOOGLE *YouTube TV,Bills & Utilities,Sale,-68.19,
07/24/2024,07/26/2024,OXXO TERMINAL AEREAIII,Groceries,Sale,-1.56,
07/24/2024,07/26/2024,UNITED      0162407602346,Travel,Sale,-203.32,
07/25/2024,07/26/2024,SENOR FROGS II,Shopping,Sale,-21.79,
07/24/2024,07/25/2024,REST LANGOSTINOS,Food & Drink,Sale,-156.29,
07/24/2024,07/25/2024,PVR APTO SUBWY AMB NVO,Food & Drink,Sale,-8.61,
07/22/2024,07/24/2024,HOUSTONPHYSICIANSHOSPITAL,Health & Wellness,Sale,-696.93,
07/22/2024,07/23/2024,Store,Food & Drink,Sale,-21.68,
07/20/2024,07/22/2024,TST* SHY BIRD,Food & Drink,Sale,-22.33,
07/21/2024,07/22/2024,Amazon.com*RJ49P0LG1,Shopping,Sale,-97.38,
07/22/2024,07/22/2024,VIVID SEATS SAN FRANC,Entertainment,Sale,-175.50,
07/20/2024,07/22/2024,TARGET        00032227,Shopping,Sale,-6.49,
07/19/2024,07/21/2024,TST* NIGHT SHIFT -ESPLANA,Food & Drink,Sale,-9.15,
07/20/2024,07/21/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-11.46,
07/20/2024,07/21/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
07/20/2024,07/21/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
07/18/2024,07/21/2024,TST* SPOKE WINE BAR,Food & Drink,Sale,-98.80,
07/18/2024,07/19/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
07/18/2024,07/19/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-14.50,
07/17/2024,07/18/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
07/17/2024,07/18/2024,SQ *TOSCANINI'S ICE CREAM,Food & Drink,Sale,-6.35,
07/17/2024,07/18/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-14.17,
07/17/2024,07/18/2024,BSPT-CAM,Health & Wellness,Sale,-5.00,
07/18/2024,07/18/2024,Zipcar Monthly Plan,Travel,Sale,-9.56,
07/16/2024,07/17/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-13.79,
07/16/2024,07/17/2024,VTG*Elizabeth A. Willems ,Health & Wellness,Sale,-126.92,
07/16/2024,07/17/2024,VTG*Elizabeth A. Willems ,Health & Wellness,Sale,-166.71,
07/15/2024,07/16/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-30.08,
07/15/2024,07/16/2024,BSPT-CAM,Health & Wellness,Sale,-80.00,
07/13/2024,07/14/2024,EB FENWAY ALL ACCESS,Personal,Sale,-92.40,
07/12/2024,07/14/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
07/12/2024,07/14/2024,AMK FENWAY PARK CONCES,Food & Drink,Sale,-58.85,
07/13/2024,07/14/2024,ROCHE BROTHERS121,Groceries,Sale,-3.99,
07/13/2024,07/14/2024,TST* CASK 'N FLAGON - FEN,Food & Drink,Sale,-83.74,
07/12/2024,07/14/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
07/11/2024,07/12/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
07/10/2024,07/12/2024,RED SOX TICKETS,Entertainment,Sale,-345.00,
07/10/2024,07/11/2024,TARGET        00032227,Shopping,Sale,-26.95,
07/10/2024,07/11/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-11.46,
07/09/2024,07/10/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
07/09/2024,07/10/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
07/09/2024,07/10/2024,AMK FENWAY PARK CONCES,Food & Drink,Sale,-58.85,
