Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/09/2024,06/09/2024,SQ *BLUE DOG MOTEL,Food & Drink,Sale,-10.25,
06/07/2024,06/09/2024,TARGET        00032227,Shopping,Sale,-41.97,
06/08/2024,06/09/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
06/08/2024,06/09/2024,KILO FRIPE VINTAGE,Shopping,Sale,-32.83,
06/08/2024,06/09/2024,CHEZ SCHWARTZ'S A COTE,Food & Drink,Sale,-25.92,
06/08/2024,06/09/2024,ASL MONTREAL,Shopping,Sale,-16.84,
06/05/2024,06/07/2024,TST* TRILLIUM BREWING COM,Food & Drink,Sale,-12.70,
06/06/2024,06/07/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
06/06/2024,06/07/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-21.99,
06/05/2024,06/06/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-4.99,
06/05/2024,06/06/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-24.81,
06/04/2024,06/05/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
06/04/2024,06/05/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
06/03/2024,06/05/2024,UNITED      0162393928921,Travel,Sale,-104.17,
06/02/2024,06/03/2024,Donate *BeringPrideRunFun,Entertainment,Sale,-20.00,
06/01/2024,06/03/2024,AMTRAK .COM 1530631500480,Travel,Sale,-73.00,
05/31/2024,06/03/2024,LANSDOWNE PUB BOSTON,Food & Drink,Sale,-33.00,
06/02/2024,06/03/2024,SQ *MATCHA CAFE MAIKO BOS,Food & Drink,Sale,-7.15,
05/31/2024,06/02/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
06/01/2024,06/02/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.11,
06/01/2024,06/02/2024,MADRAS DOSA CO,Food & Drink,Sale,-35.31,
06/01/2024,06/02/2024,SPOTHERO 844-356-8054,Travel,Sale,-24.27,
05/31/2024,06/02/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-7.78,
06/01/2024,06/02/2024,CVS/PHARMACY #01215,Health & Wellness,Sale,-15.71,
05/31/2024,06/02/2024,GAMETIME    TICKETS,Entertainment,Sale,-195.00,
05/31/2024,06/02/2024,AMK FENWAY PARK CONCES,Food & Drink,Sale,-44.14,
06/01/2024,06/02/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-7.74,
05/29/2024,05/31/2024,UNITED      0162392708852,Travel,Sale,-406.96,
05/30/2024,05/31/2024,USTA SOCIAL LEAGUE,Entertainment,Sale,-65.00,
05/29/2024,05/30/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
05/29/2024,05/30/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/29/2024,05/30/2024,BOAT CRUISE SUMMER S,Entertainment,Sale,-269.03,
05/29/2024,05/30/2024,MBTA KENDALL,Travel,Sale,-4.80,
05/29/2024,05/30/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
05/29/2024,05/29/2024,NEWCITYGAS* NEWCITYGAS,Food & Drink,Sale,-114.87,
05/27/2024,05/28/2024,DUMPLING H* DUMPLING H,Food & Drink,Sale,-31.02,
05/26/2024,05/27/2024,Subway 31620,Food & Drink,Sale,-11.76,
05/25/2024,05/27/2024,STAR MARKET 3580,Groceries,Sale,-226.84,
05/26/2024,05/27/2024,BOSTON CALLING MUSIC F,Shopping,Sale,-30.82,
05/26/2024,05/27/2024,TST* BUTTERMILK AND BOURB,Food & Drink,Sale,-50.08,
05/23/2024,05/26/2024,TST* FELIPES TAQUERIA,Food & Drink,Sale,-11.62,
05/24/2024,05/26/2024,BOSTON CALLING MUSIC F,Shopping,Sale,-25.87,
05/24/2024,05/26/2024,BOSTON CALLING MUSIC F,Shopping,Sale,-27.10,
05/25/2024,05/26/2024,MBTA KENDALL,Travel,Sale,-9.60,
05/23/2024,05/26/2024,TST* FELIPES TAQUERIA,Food & Drink,Sale,-46.87,
05/24/2024,05/26/2024,Subway 31620,Food & Drink,Sale,-11.76,
05/23/2024,05/26/2024,TST* CANTAB LOUNGE,Food & Drink,Sale,-19.50,
05/25/2024,05/26/2024,Zipcar Trip MAY26,Travel,Return,27.93,
05/24/2024,05/26/2024,ELEVATED LIVING,Entertainment,Sale,-350.00,
05/25/2024,05/26/2024,Zipcar Trip MAY26,Travel,Sale,-27.93,
05/22/2024,05/24/2024,UNITED STATES TENNIS A,Entertainment,Return,28.45,
05/24/2024,05/24/2024,FOOD AT CILANTRO,Food & Drink,Sale,-17.75,
05/24/2024,05/24/2024,EB GOOFS UNDERGROUND,Entertainment,Sale,-12.24,
05/22/2024,05/23/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.11,
05/22/2024,05/23/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/22/2024,05/23/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
05/21/2024,05/23/2024,TST* ILONA,Food & Drink,Sale,-72.14,
05/22/2024,05/23/2024,AMZN Mktp US*7E3EE3MK3,Shopping,Sale,-17.99,
05/22/2024,05/23/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-16.99,
05/21/2024,05/22/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/21/2024,05/22/2024,EB GOOFS UNDERGROUND,Entertainment,Sale,-36.72,
05/22/2024,05/22/2024,AMZN Mktp US*WS3699273,Shopping,Sale,-10.61,
05/20/2024,05/21/2024,MBTA KENDALL,Travel,Sale,-4.80,
05/19/2024,05/20/2024,FSP*DAVID SIBLEY ENTERPRI,Entertainment,Sale,-61.58,
05/19/2024,05/20/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-28.07,
05/19/2024,05/20/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-11.76,
05/19/2024,05/20/2024,MCDONALD'S F1720,Food & Drink,Sale,-10.95,
05/18/2024,05/20/2024,RIVERSIDE RESTAURANT AND,Food & Drink,Sale,-74.48,
05/18/2024,05/19/2024,Zipcar Monthly Plan,Travel,Sale,-9.56,
05/18/2024,05/19/2024,TOCK ATMAD MONKFISH,Food & Drink,Return,31.00,
05/18/2024,05/19/2024,TST* THELONIOUS MONKFISH,Food & Drink,Sale,-361.78,
05/17/2024,05/19/2024,AMZN Mktp US*DS7287L53,Shopping,Sale,-8.49,
05/18/2024,05/19/2024,SQ *YOUNG AMERICANS LLC,Food & Drink,Sale,-86.54,
05/18/2024,05/19/2024,TOCK ATMAD MONKFISH,Food & Drink,Return,10.00,
05/17/2024,05/19/2024,SQ *AERONAUT BREWING CO.,Food & Drink,Sale,-8.99,
05/17/2024,05/19/2024,TOCK ATMAD MONKFISH,Food & Drink,Sale,-10.00,
05/17/2024,05/19/2024,Zipcar Toll MAY04,Travel,Sale,-0.50,
05/18/2024,05/19/2024,Amazon.com*W15TB0HP3,Shopping,Sale,-15.08,
05/17/2024,05/19/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/17/2024,05/19/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
05/16/2024,05/17/2024,TOCK ATMAD MONKFISH,Food & Drink,Return,10.00,
05/16/2024,05/17/2024,PY *Union Comedy,Entertainment,Sale,-12.00,
05/17/2024,05/17/2024,Amazon.com*IZ3OX46Q3,Shopping,Sale,-50.98,
05/16/2024,05/17/2024,MBTA KENDALL,Travel,Sale,-4.80,
05/15/2024,05/16/2024,TOCK ATMAD MONKFISH,Food & Drink,Sale,-41.00,
05/15/2024,05/16/2024,IC* INSTACART,Groceries,Sale,-23.17,
05/15/2024,05/16/2024,AMZN Mktp US*AD9FQ0SN3,Shopping,Sale,-7.32,
05/15/2024,05/16/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
05/15/2024,05/16/2024,Amazon.com*JF8ZZ66S3,Shopping,Sale,-12.96,
05/15/2024,05/16/2024,UNITED STATES TENNIS A,Entertainment,Sale,-30.00,
05/14/2024,05/15/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
05/15/2024,05/15/2024,PURCH INTEREST DEBIT ADJ,Fees & Adjustments,Fee,-17.99,
05/10/2024,05/15/2024,Returned Payment,,Reversal,-4643.52,
05/15/2024,05/15/2024,Amazon.com*0I35O3EQ3,Shopping,Sale,-50.98,
05/14/2024,05/15/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/15/2024,05/15/2024,Payment Thank You - 2nd A,,Payment,4643.52,
05/12/2024,05/13/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-2.23,
05/09/2024,05/12/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/11/2024,05/12/2024,MBTA KENDALL,Travel,Sale,-9.60,
05/10/2024,05/12/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-14.97,
05/10/2024,05/12/2024,SUPREME LIQUORS CAMBRIDG,Food & Drink,Sale,-31.94,
05/09/2024,05/12/2024,TST* CHIRP,Food & Drink,Sale,-18.51,
05/09/2024,05/12/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/10/2024,05/10/2024,AUTOMATIC PAYMENT - THANK,,Payment,4643.52,
05/09/2024,05/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/08/2024,05/10/2024,TRADER JOE S #544,Groceries,Sale,-2.99,
05/08/2024,05/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/08/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/09/2024,LEGENDS@YANKEE STDM-CO,Food & Drink,Sale,-44.95,
05/07/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/09/2024,TST* LOS TACOS NO. 1 - PE,Food & Drink,Sale,-24.17,
05/07/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/08/2024,STUBHUB  INC.,Entertainment,Sale,-141.65,
05/07/2024,05/08/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/07/2024,05/08/2024,FOOD AT KINGANDI,Food & Drink,Sale,-19.85,
05/07/2024,05/08/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-1.59,
05/04/2024,05/06/2024,SHAWS 2190,Groceries,Sale,-3.99,
05/05/2024,05/06/2024,DUNKIN #337630 Q35,Food & Drink,Sale,-4.43,
05/05/2024,05/06/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
05/05/2024,05/06/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-11.19,
05/05/2024,05/06/2024,Zipcar Extend MAY04,Travel,Sale,-20.59,
05/04/2024,05/05/2024,Amazon Prime*ZE1PD19X3,Bills & Utilities,Sale,-8.11,
05/03/2024,05/05/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.11,
05/03/2024,05/05/2024,WHOLEFDS RVR 10113,Groceries,Sale,-30.97,
05/04/2024,05/05/2024,Store,Food & Drink,Sale,-13.23,
05/03/2024,05/05/2024,TARGET        00032227,Shopping,Sale,-28.17,
05/02/2024,05/03/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/02/2024,05/03/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
05/01/2024,05/02/2024,AMK FENWAY PARK CONCES,Food & Drink,Sale,-6.64,
05/01/2024,05/02/2024,AMK FENWAY PARK CONCES,Food & Drink,Sale,-13.38,
05/02/2024,05/02/2024,Zipcar Trip MAY04,Travel,Sale,-214.72,
04/30/2024,05/01/2024,SQ *BON ME - BIN,Food & Drink,Sale,-15.25,
04/30/2024,05/01/2024,IC* INSTACART,Groceries,Sale,-28.95,
04/30/2024,05/01/2024,STUBHUB  INC.,Entertainment,Sale,-193.50,
04/30/2024,05/01/2024,STUBHUB  INC.,Entertainment,Sale,-108.45,
04/30/2024,05/01/2024,Boston Ballet,Entertainment,Sale,-30.00,
04/30/2024,05/01/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/29/2024,04/30/2024,SQ *SHAKE SHACK,Food & Drink,Sale,-10.98,
04/28/2024,04/29/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.65,
04/27/2024,04/29/2024,FIVE GUYS MA 1576 QSR,Food & Drink,Sale,-16.24,
04/26/2024,04/28/2024,PY *New England Philharmo,Entertainment,Sale,-23.00,
04/26/2024,04/28/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/26/2024,04/28/2024,SQ *CICADA COFFEE BAR,Food & Drink,Sale,-17.08,
04/26/2024,04/26/2024,UBER   EATS,Food & Drink,Sale,-58.74,
04/24/2024,04/25/2024,FOOD AT KINGANDI,Food & Drink,Sale,-18.68,
04/24/2024,04/25/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-9.97,
04/24/2024,04/25/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-38.18,
04/23/2024,04/25/2024,DCA CHICK-FIL-A,Food & Drink,Sale,-5.19,
04/24/2024,04/25/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
04/23/2024,04/25/2024,TOP SHELF,Food & Drink,Sale,-10.61,
04/23/2024,04/24/2024,AMZN Mktp US*0O0090F33,Shopping,Sale,-19.17,
04/22/2024,04/24/2024,TST* CALL YOUR MOTHER - G,Food & Drink,Sale,-17.60,
04/22/2024,04/23/2024,SQ *EATS GEORGETOWN,Groceries,Sale,-2.20,
04/21/2024,04/23/2024,GAB TERM B DCA,Food & Drink,Sale,-12.09,
04/22/2024,04/23/2024,SQ *EATS GEORGETOWN,Groceries,Sale,-9.90,
04/22/2024,04/23/2024,TST* BERKSHIRE FARM MARKE,Food & Drink,Sale,-4.01,
04/21/2024,04/22/2024,TST* LUNA HALL - DC,Food & Drink,Sale,-2.00,
04/21/2024,04/22/2024,TST* LUNA HALL - DC,Food & Drink,Sale,-34.05,
04/20/2024,04/21/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/20/2024,04/21/2024,SEATGEEK TICKETS,Entertainment,Sale,-90.90,
04/18/2024,04/21/2024,TST* PEPPER SKYS,Food & Drink,Sale,-41.86,
04/19/2024,04/21/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/18/2024,04/18/2024,Zipcar Monthly Plan,Bills & Utilities,Sale,-9.56,
04/17/2024,04/18/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
04/17/2024,04/18/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/16/2024,04/17/2024,FIVE SPICES HOUSE,Food & Drink,Sale,-29.20,
04/16/2024,04/17/2024,EB GOOFS UNDERGROUND,Entertainment,Sale,-35.10,
04/15/2024,04/16/2024,VOLO* SPORTS LEAGUES,Health & Wellness,Sale,-49.50,
04/15/2024,04/16/2024,SQ *SHAKE SHACK,Food & Drink,Sale,-10.74,
04/15/2024,04/16/2024,TST* RUSSELL HOUSE TAVERN,Food & Drink,Sale,-70.40,
04/15/2024,04/16/2024,TST* GUSTAZO - CUBAN REST,Food & Drink,Sale,-136.56,
04/15/2024,04/16/2024,SQ *AMORINO CAMBRIDGE,Food & Drink,Sale,-6.26,
04/14/2024,04/16/2024,STAR MARKET 0602,Groceries,Sale,-26.01,
04/15/2024,04/16/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-16.70,
04/15/2024,04/16/2024,HARVARD BOOK STORE,Shopping,Sale,-21.24,
04/14/2024,04/16/2024,AMTRAK .COM 1050752628044,Travel,Sale,-56.00,
04/14/2024,04/15/2024,FRG*MLBSHOP.COM,Shopping,Sale,-67.97,
04/14/2024,04/15/2024,TST* TRIDENT BOOK SELLERS,Food & Drink,Sale,-34.77,
04/13/2024,04/14/2024,TST* NACO TACO,Food & Drink,Sale,-60.43,
04/11/2024,04/14/2024,TST* FLAT TOP JOHNNYS,Food & Drink,Sale,-115.58,
04/12/2024,04/14/2024,SQ *ZINNEKEN'S BELGIAN WA,Food & Drink,Sale,-20.39,
04/12/2024,04/14/2024,SQ *YUME GA ARUKARA,Food & Drink,Sale,-2.00,
04/14/2024,04/14/2024,PKL BOSTON,Entertainment,Sale,-148.00,
04/13/2024,04/14/2024,CW&amp;S 1799 POS,Food & Drink,Sale,-14.99,
04/12/2024,04/14/2024,SQ *YUME GA ARUKARA,Food & Drink,Sale,-21.85,
04/13/2024,04/14/2024,SNACK* TEN ONE TEA HOU,Food & Drink,Sale,-7.44,
04/12/2024,04/14/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/12/2024,04/12/2024,DD *KOKODA,Food & Drink,Sale,-17.60,
04/10/2024,04/11/2024,Zipcar Trip APR10,Travel,Sale,-113.91,
04/10/2024,04/11/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-18.68,
04/10/2024,04/10/2024,Payment Thank You-Mobile,,Payment,3582.23,
04/09/2024,04/10/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.49,
04/09/2024,04/10/2024,TST* SARMA RESTAURANT,Food & Drink,Sale,-72.44,
04/08/2024,04/09/2024,TARGET        00032227,Shopping,Sale,-16.77,
04/08/2024,04/09/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
04/08/2024,04/09/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-1.50,
04/08/2024,04/09/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/05/2024,04/08/2024,BARCELONA CAMBRIDGE,Food & Drink,Sale,-88.15,
04/07/2024,04/08/2024,SQ *BOSTON FATHER&amp;SON,Food & Drink,Sale,-5.49,
04/07/2024,04/08/2024,TM RESALE 800-842-7112,Entertainment,Sale,-187.86,
04/07/2024,04/08/2024,TM RESALE 800-842-7112,Entertainment,Sale,-181.90,
04/05/2024,04/07/2024,UNITED      0162378276144,Travel,Sale,-22.76,
04/06/2024,04/07/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/05/2024,04/07/2024,AMZN Mktp US*RV90I7JD3,Shopping,Sale,-19.15,
04/05/2024,04/07/2024,Lord Hobo,Food & Drink,Sale,-42.40,
04/06/2024,04/07/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-29.29,
04/05/2024,04/07/2024,SP FOLLOWYOURLEGEND,Shopping,Sale,-41.99,
04/04/2024,04/04/2024,Amazon Prime*XM2WO9HE3,Bills & Utilities,Sale,-8.11,
04/03/2024,04/04/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
04/03/2024,04/04/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/03/2024,04/04/2024,USTA SOCIAL LEAGUE,Health & Wellness,Sale,-75.00,
04/02/2024,04/03/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
04/02/2024,04/03/2024,MLB.TV,Bills & Utilities,Sale,-149.99,
04/01/2024,04/02/2024,TST* DIG INN- MIT - KENDA,Food & Drink,Sale,-17.71,
04/01/2024,04/02/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
04/01/2024,04/02/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-2.49,
04/01/2024,04/02/2024,TARGET        00032227,Shopping,Sale,-34.50,
03/30/2024,04/01/2024,TAIWAN CAFE,Food & Drink,Sale,-60.93,
03/30/2024,03/31/2024,TST* THE FRIENDLY TOAST -,Food & Drink,Sale,-45.72,
03/30/2024,03/31/2024,CARRIE NATION,Food & Drink,Sale,-14.30,
03/30/2024,03/31/2024,SQ *THINKING CUP NEWBURY,Food & Drink,Sale,-9.63,
03/30/2024,03/31/2024,CARRIE NATION,Food & Drink,Sale,-29.40,
03/30/2024,03/31/2024,Amazon.com*QI5OU1ME3,Shopping,Sale,-37.96,
03/30/2024,03/31/2024,TST* JM CURLEY,Food & Drink,Sale,-197.37,
03/29/2024,03/31/2024,POTBELLY #294,Food & Drink,Sale,-15.18,
03/29/2024,03/31/2024,TST* YOKI EXPRESS,Food & Drink,Sale,-19.51,
03/28/2024,03/29/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
03/28/2024,03/29/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-6.49,
03/27/2024,03/28/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
03/27/2024,03/28/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
03/26/2024,03/27/2024,BEANTOWN PUB,Food & Drink,Sale,-26.00,
03/26/2024,03/27/2024,BEANTOWN PUB,Food & Drink,Sale,-25.00,
03/26/2024,03/26/2024,AMERICAN AIR0012127638621,Travel,Sale,-84.10,
03/25/2024,03/26/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
03/25/2024,03/26/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-28.88,
03/25/2024,03/26/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-14.66,
03/24/2024,03/26/2024,TST* SUGAR &amp; SPICE - CAMB,Food & Drink,Sale,-61.54,
03/25/2024,03/26/2024,DELTA AIR   0062222267740,Travel,Sale,-163.10,
03/26/2024,03/26/2024,AMERICAN AIR0010647521041,Travel,Sale,-10.00,
03/24/2024,03/25/2024,UNITED      0162375185730,Travel,Sale,-425.72,
03/24/2024,03/25/2024,J CREW FACTORY #162,Shopping,Sale,-106.50,
03/24/2024,03/25/2024,SNACK* TEN ONE TEA HOU,Food & Drink,Sale,-7.44,
03/22/2024,03/25/2024,SCORPION BAR GRAND,Food & Drink,Sale,-20.00,
03/23/2024,03/25/2024,ALASKA AIR  0272365031376,Travel,Sale,-375.53,
03/22/2024,03/25/2024,UMBRIA,Food & Drink,Sale,-136.63,
03/23/2024,03/24/2024,TST* BOM DOUGH,Food & Drink,Sale,-17.87,
03/23/2024,03/24/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
03/22/2024,03/24/2024,RMV BOSTON,Miscellaneous,Sale,-115.00,
03/22/2024,03/22/2024,10078D CAVA KENDALL SQ,Food & Drink,Sale,-14.71,
03/21/2024,03/22/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
03/21/2024,03/22/2024,TST* PURITAN AND COMPANY,Food & Drink,Sale,-92.89,
03/21/2024,03/22/2024,SOMENYA RESTAURANT,Food & Drink,Sale,-50.51,
03/20/2024,03/21/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
03/16/2024,03/19/2024,BIG NIGHT LIVE,Food & Drink,Sale,-25.54,
03/17/2024,03/19/2024,BELL IN HAND TAVERN,Food & Drink,Sale,-91.37,
03/19/2024,03/19/2024,Boston Ballet,Entertainment,Sale,-122.00,
03/18/2024,03/19/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-14.63,
03/16/2024,03/19/2024,BIG NIGHT LIVE,Food & Drink,Sale,-63.85,
03/18/2024,03/18/2024,Zipcar Monthly Plan,Travel,Sale,-8.50,
03/17/2024,03/18/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-2.99,
03/17/2024,03/18/2024,TST* SCORES - BOSTON,Food & Drink,Sale,-75.97,
03/17/2024,03/18/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.11,
03/17/2024,03/18/2024,AMK MUSIC HALL CONCESSION,Food & Drink,Sale,-16.64,
03/17/2024,03/18/2024,SQ *METRO BOSTON VENDING,Groceries,Sale,-9.63,
03/15/2024,03/17/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
03/16/2024,03/17/2024,Subway 31620,Food & Drink,Sale,-11.76,
03/13/2024,03/15/2024,TST* DIRTY WATER DOUGH -,Food & Drink,Sale,-14.77,
03/14/2024,03/15/2024,INTUIT *TURBOTAX,Shopping,Sale,-189.13,
03/12/2024,03/14/2024,TST* MIDA RESTAURANT,Food & Drink,Sale,-315.03,
03/13/2024,03/14/2024,TM TICKETMASTER,Entertainment,Sale,-86.43,
03/13/2024,03/14/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-10.81,
