Transaction Date,Post Date,Description,Category,Type,Amount,Memo
09/26/2024,09/26/2024,AXS.COMBOWERY NY,Entertainment,Sale,-89.66,
09/25/2024,09/26/2024,POSTCARD TEAS,Groceries,Sale,-38.78,
09/25/2024,09/26/2024,The 411,Food & Drink,Sale,-49.65,
09/25/2024,09/26/2024,RESERVED,Shopping,Sale,-214.02,
09/24/2024,09/26/2024,TFL TRAVEL CH,Travel,Sale,-2.35,
09/24/2024,09/26/2024,TFL TRAVEL CH,Travel,Sale,-2.35,
09/25/2024,09/26/2024,UBER* TRIP,Travel,Sale,-33.43,
09/25/2024,09/26/2024,LIME*RIDE WOOU,Travel,Sale,-7.18,
09/25/2024,09/26/2024,Zettle_*FREEBRIGHTS LTD,Food & Drink,Sale,-18.65,
09/25/2024,09/26/2024,LIME*RIDE WOOU,Travel,Sale,-7.57,
09/25/2024,09/26/2024,The 411,Food & Drink,Sale,-16.10,
09/24/2024,09/25/2024,FEZ MANGAL,Food & Drink,Sale,-55.46,
09/24/2024,09/25/2024,LIME*RIDE WOOU,Travel,Sale,-11.41,
09/24/2024,09/25/2024,LIME*RIDE WOOU,Travel,Sale,-11.80,
09/24/2024,09/25/2024,Duke of Wellington,Food & Drink,Sale,-19.11,
09/22/2024,09/25/2024,LIME*RIDE WOOU,Travel,Sale,-11.78,
09/24/2024,09/25/2024,GAILS - NOTTING HILL,Food & Drink,Sale,-4.54,
09/24/2024,09/25/2024,GAILS - NOTTING HILL,Food & Drink,Sale,-9.09,
09/24/2024,09/25/2024,Duke of Wellington,Food & Drink,Sale,-19.11,
09/23/2024,09/24/2024,TFL TRAVEL CH,Travel,Sale,-2.34,
09/23/2024,09/24/2024,LIME*RIDE WOOU,Travel,Sale,-5.59,
09/23/2024,09/24/2024,LIME*RIDE WOOU,Travel,Sale,-2.50,
09/23/2024,09/24/2024,LIME*RIDE WOOU,Travel,Sale,-5.59,
09/23/2024,09/24/2024,LIME*RIDE WOOU,Travel,Sale,-2.11,
09/22/2024,09/23/2024,Disrepute,Food & Drink,Sale,-25.26,
09/21/2024,09/23/2024,TFL TRAVEL CH,Travel,Sale,-11.28,
09/22/2024,09/23/2024,SUMUP  *WHITE RABBIT PHOT,Professional Services,Sale,-28.02,
09/21/2024,09/23/2024,TFL TRAVEL CH,Travel,Sale,-9.81,
09/22/2024,09/23/2024,TFL TRAVEL CH,Travel,Sale,-5.94,
09/22/2024,09/23/2024,Arcade,Food & Drink,Sale,-37.67,
09/21/2024,09/23/2024,UBER   *TRIP,Travel,Sale,-13.21,
09/22/2024,09/23/2024,FLYING HORSE,Food & Drink,Sale,-35.70,
09/22/2024,09/23/2024,GLOUCESTER ARMS,Food & Drink,Sale,-30.02,
09/21/2024,09/22/2024,ZETTLE_*PHOENIX STAFFI,Home,Sale,-21.35,
09/20/2024,09/22/2024,UBER   *TRIP,Travel,Sale,-22.60,
09/21/2024,09/22/2024,Royal Albert Hall,Food & Drink,Sale,-84.40,
09/20/2024,09/22/2024,Lucy Wong,Food & Drink,Sale,-42.03,
09/20/2024,09/22/2024,ROYAL ALBERT HALL,Gifts & Donations,Sale,-394.96,
09/22/2024,09/22/2024,BAR SOHO LONDON,Food & Drink,Sale,-32.03,
09/21/2024,09/22/2024,ZETTLE_*IVS GROUP LIMI,Shopping,Sale,-5.34,
09/22/2024,09/22/2024,BAR SOHO LONDON,Food & Drink,Sale,-19.02,
09/21/2024,09/22/2024,Royal Albert Hall,Food & Drink,Return,79.59,
09/20/2024,09/22/2024,Lucy Wong,Food & Drink,Sale,-126.85,
09/21/2024,09/22/2024,Royal Albert Hall,Food & Drink,Sale,-20.02,
09/20/2024,09/22/2024,TFL TRAVEL CH,Travel,Sale,-7.01,
09/20/2024,09/22/2024,LA BRIOCHE,Food & Drink,Sale,-43.62,
09/21/2024,09/22/2024,ROYAL ALBERT HALL,Shopping,Sale,-6.67,
09/19/2024,09/22/2024,TFL TRAVEL CH,Travel,Sale,-7.46,
09/21/2024,09/22/2024,DOG &amp; DUCK,Food & Drink,Sale,-48.84,
09/20/2024,09/20/2024,The Arts Theatre Club,Food & Drink,Sale,-35.96,
09/19/2024,09/20/2024,BA INFLIGHT SALES,Shopping,Sale,-19.94,
09/20/2024,09/20/2024,The Arts Theatre Club,Food & Drink,Sale,-35.67,
09/19/2024,09/20/2024,FANPASS,Entertainment,Sale,-498.25,
09/19/2024,09/20/2024,GLOUCESTER ARMS,Food & Drink,Sale,-19.31,
09/19/2024,09/20/2024,HUDSON ST2416,Groceries,Sale,-8.99,
09/19/2024,09/20/2024,GLOUCESTER ARMS,Food & Drink,Sale,-59.85,
09/18/2024,09/19/2024,WHOLEFDS CAM 10010,Groceries,Sale,-7.94,
09/19/2024,09/19/2024,Subway 31620,Food & Drink,Sale,-12.93,
09/17/2024,09/18/2024,VTG*Elizabeth A. Willems ,Health & Wellness,Sale,-203.06,
09/17/2024,09/18/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
09/17/2024,09/18/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
09/18/2024,09/18/2024,Zipcar Monthly Plan,Travel,Sale,-9.56,
09/17/2024,09/17/2024,AUTOMATIC PAYMENT - THANK,,Payment,5542.44,
09/15/2024,09/17/2024,TST*BARE BLENDS - BROOKL,Food & Drink,Sale,-10.00,
09/16/2024,09/17/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
09/16/2024,09/17/2024,CVS/PHARMACY #11242,Health & Wellness,Sale,-2.56,
09/15/2024,09/16/2024,AIRBNB * HMWP534JA9,Travel,Sale,-1186.02,
09/15/2024,09/16/2024,TARGET        00032227,Shopping,Sale,-12.67,
09/14/2024,09/16/2024,WILD ROVER TAVERN,Food & Drink,Sale,-23.50,
09/14/2024,09/16/2024,TST*DOWNEAST CIDER MARIN,Food & Drink,Sale,-22.86,
09/14/2024,09/15/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
09/13/2024,09/15/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-26.20,
09/14/2024,09/15/2024,CARRIE NATION,Food & Drink,Sale,-87.70,
09/13/2024,09/15/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
09/14/2024,09/15/2024,AMAZON MKTPL*092IM2T13,Shopping,Sale,-16.99,
09/12/2024,09/13/2024,Store,Food & Drink,Sale,-15.05,
09/11/2024,09/13/2024,SMITH AND WOLLENSKY ATLA,Food & Drink,Sale,-527.26,
09/12/2024,09/13/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
09/11/2024,09/12/2024,TST* CASK 'N FLAGON - FEN,Food & Drink,Sale,-84.80,
09/10/2024,09/11/2024,AMK FENWAY PARK CONCES,Food & Drink,Sale,-14.72,
09/10/2024,09/11/2024,GAMETIME    *TICKETS,Entertainment,Sale,-219.00,
09/10/2024,09/11/2024,EXPEDIA 72916430279411,Travel,Sale,-485.88,
09/09/2024,09/10/2024,CHIPOTLE 1615,Food & Drink,Sale,-10.81,
09/09/2024,09/10/2024,SQ *BON ME TEST KITCHEN,Food & Drink,Sale,-15.25,
09/06/2024,09/08/2024,TST*THE BARKING CRAB,Food & Drink,Sale,-120.00,
09/08/2024,09/08/2024,TST* TATTE BAKERY 3RD,Food & Drink,Sale,-17.55,
09/07/2024,09/08/2024,Amazon.com*ZT6ZO0QP0,Shopping,Sale,-13.01,
09/06/2024,09/08/2024,TST* ACEITUNA CAFE,Food & Drink,Sale,-15.99,
09/06/2024,09/08/2024,THE ENVOY HOTEL FB,Food & Drink,Sale,-49.50,
09/06/2024,09/08/2024,TARGET        00032227,Shopping,Sale,-32.56,
09/05/2024,09/06/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-25.66,
09/04/2024,09/06/2024,TST*SUNRISE2,Food & Drink,Sale,-15.23,
09/05/2024,09/05/2024,AMAZON MKTPL*ZT8P97QU2,Shopping,Sale,-23.34,
09/04/2024,09/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/04/2024,09/05/2024,KIPS DELI,Groceries,Sale,-5.95,
09/03/2024,09/05/2024,2US TENNIS ASC,Food & Drink,Sale,-25.75,
09/04/2024,09/05/2024,Subway 27428,Food & Drink,Sale,-17.01,
09/03/2024,09/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/04/2024,09/04/2024,Amazon Prime*ZT3W31Z11,Bills & Utilities,Sale,-8.11,
09/02/2024,09/04/2024,2US TENNIS ASC,Food & Drink,Sale,-25.75,
09/02/2024,09/04/2024,2US TENNIS ASC,Food & Drink,Sale,-23.00,
09/03/2024,09/04/2024,KIPS DELI,Groceries,Sale,-5.95,
09/03/2024,09/04/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/03/2024,09/04/2024,Subway 27611,Food & Drink,Sale,-15.47,
09/02/2024,09/03/2024,KIPS DELI,Groceries,Sale,-19.23,
09/02/2024,09/03/2024,SQ *CLASSIC BARBERSHOP 1,Personal,Sale,-50.00,
09/02/2024,09/03/2024,TST*ALLANTICO - 36 E 60T,Food & Drink,Sale,-26.17,
09/02/2024,09/03/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/01/2024,09/02/2024,BROTHERS MARKETPLACE #404,Groceries,Sale,-16.75,
